plan_id,dataset_category,svg_path,scaled_image_path,gfa_svg_units_squared,gfa_m2,included_space_count,excluded_space_count,undefined_space_count,median_door_width_svg_units,scale_m_per_svg_unit,included_space_types
13550,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\13550\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\13550\F1_scaled.png,774063.0765,118.4013409,12,3,1,72.77,0.012367734,"Bath, Bedroom, Dining, DraughtLobby, Entry, Kitchen, LivingRoom, Undefined"
6351,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\6351\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\6351\F1_scaled.png,702407.6973,118.4185737,9,1,1,69.315,0.012984203,"Bath, Bedroom, Closet, Entry, Kitchen, LivingRoom, Undefined, Utility"
6042,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\6042\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\6042\F1_scaled.png,731307.7922,118.4406319,12,1,2,70.72,0.012726244,"Bath, Bedroom, Closet, DraughtLobby, Entry, Kitchen, LivingRoom, Undefined"
11109,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11109\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11109\F1_scaled.png,714504.9182,118.450225,8,1,7,69.9,0.012875536,"Closet, Undefined"
10046,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10046\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10046\F1_scaled.png,763841.4613,118.4601117,12,2,1,72.27,0.0124533,"Bath, Bedroom, Closet, DraughtLobby, Entry, Kitchen, LivingRoom, Storage, Undefined"
1701,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\1701\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\1701\F1_scaled.png,800064.7911,118.472178,10,2,1,73.96,0.01216874,"Bath, Bedroom, DraughtLobby, Entry, Kitchen, LivingRoom, Storage, Undefined"
10304,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10304\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10304\F1_scaled.png,801650.1598,118.5465976,10,1,1,74.01,0.012160519,"Bath, Closet, Entry, Kitchen, LivingRoom, Room, Undefined"
2055,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\2055\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\2055\F1_scaled.png,753890.0168,118.5515179,13,2,3,71.77,0.012540059,"Bath, Bedroom, Dining, DraughtLobby, Entry, Kitchen, LivingRoom, Storage, Undefined"
9652,colorful,D:\Data\Raw\CubiCasa_Raw\colorful\9652\model.svg,D:\Data\Raw\CubiCasa_Raw\colorful\9652\F1_scaled.png,889465.7716,118.5719658,11,2,1,77.95,0.011545863,"Attic, Bath, Bedroom, Closet, Dining, Entry, Kitchen, LivingRoom, Undefined"
14052,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\14052\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\14052\F1_scaled.png,975312.3528,118.586585,13,4,1,81.62,0.011026709,"Bath, Bedroom, Closet, DraughtLobby, Entry, Kitchen, LivingRoom, Storage, TechnicalRoom, Undefined, Utility"
12481,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\12481\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\12481\F1_scaled.png,619453.9163,118.6496643,6,1,1,65.03,0.013839766,"Bedroom, Closet, Entry, Kitchen, LivingRoom, Undefined"
11220,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11220\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11220\F1_scaled.png,1246625.494,118.6813382,12,3,1,92.24,0.009757155,"Bath, Bedroom, Dining, DraughtLobby, Entry, Kitchen, LivingRoom, Undefined"
9749,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9749\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9749\F1_scaled.png,937920.1304,118.7351985,12,3,1,79.99,0.011251406,"Bath, Bedroom, Closet, DraughtLobby, Entry, Kitchen, LivingRoom, Undefined, Utility"
3106,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\3106\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\3106\F1_scaled.png,641025.0443,118.7666007,7,2,1,66.12,0.013611615,"Bedroom, Entry, Kitchen, Storage, Undefined, UserDefined"
20059,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\20059\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\20059\F1_scaled.png,760807.4621,118.8101511,12,1,5,72.02,0.012496529,"Bath, Bedroom, Dining, Entry, Kitchen, LivingRoom, Undefined"
12620,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12620\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12620\F1_scaled.png,922876.0986,118.8127386,13,2,0,79.32,0.011346445,"Bath, Bedroom, Dining, Entry, Kitchen, LivingRoom, Sauna, Storage, Utility"
5065,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\5065\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\5065\F1_scaled.png,997457.0835,118.8352395,11,2,1,82.455,0.010915045,"Bath, Bedroom, DraughtLobby, Entry, Kitchen, LivingRoom, Undefined, Utility"
3855,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\3855\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\3855\F1_scaled.png,859232.8511,118.8938767,12,1,6,76.51,0.011763168,"Bedroom, Dining, Kitchen, LivingRoom, Undefined"
11965,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11965\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11965\F1_scaled.png,1018236.134,118.9192306,14,2,1,83.28,0.010806916,"Bath, Bedroom, Closet, Dining, Entry, Kitchen, LivingRoom, Undefined, UserDefined, Utility"
747,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\747\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\747\F1_scaled.png,798506.1228,119.0125105,10,2,1,73.72,0.012208356,"Bath, Bedroom, DraughtLobby, Elevated, Kitchen, Undefined, Utility"
14410,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\14410\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\14410\F1_scaled.png,952005.6931,119.0552713,11,1,4,80.48,0.011182903,"Bath, Bedroom, Kitchen, LivingRoom, Undefined"
13391,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\13391\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\13391\F1_scaled.png,970593.4808,119.0754413,17,2,1,81.255,0.011076241,"Bath, Bedroom, Closet, Dining, DraughtLobby, Entry, Kitchen, LivingRoom, Storage, TechnicalRoom, Undefined, Utility"
214,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\214\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\214\F1_scaled.png,1011329.918,119.0973714,11,0,2,82.935,0.010851872,"Bath, Bedroom, Closet, Dining, Entry, Kitchen, LivingRoom, Room, Undefined"
2027,colorful,D:\Data\Raw\CubiCasa_Raw\colorful\2027\model.svg,D:\Data\Raw\CubiCasa_Raw\colorful\2027\F1_scaled.png,886150.2279,119.1058794,13,2,1,77.63,0.011593456,"Bath, Bedroom, Closet, Dining, DraughtLobby, Entry, Kitchen, LivingRoom, Storage, Undefined"
4527,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\4527\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\4527\F1_scaled.png,850706.1682,119.111024,13,2,2,76.06,0.011832764,"Bath, Bedroom, Closet, Den, DraughtLobby, Entry, Kitchen, LivingRoom, Storage, Undefined"
9244,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9244\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9244\F1_scaled.png,889932.9848,119.1227689,12,2,1,77.79,0.01156961,"Bath, Bedroom, Closet, DraughtLobby, Entry, Kitchen, LivingRoom, Storage, Undefined"
12176,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12176\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12176\F1_scaled.png,898868.6781,119.2434279,10,0,2,78.14,0.011517789,"Bath, Bedroom, Closet, Hall, Kitchen, LivingRoom, Undefined"
7940,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\7940\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\7940\F1_scaled.png,886628.721,119.2777229,11,2,2,77.595,0.011598685,"Bath, Bedroom, DraughtLobby, Entry, Kitchen, LivingRoom, Storage, Undefined"
8662,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\8662\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\8662\F1_scaled.png,706805.3885,119.2804071,9,0,1,69.28,0.012990762,"Bath, Bedroom, Closet, Dining, Entry, Kitchen, LivingRoom, Undefined"
1250,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\1250\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\1250\F1_scaled.png,782999.8623,119.3088084,8,1,0,72.91,0.012343986,"Bath, Bedroom, Closet, Dining, Entry, Kitchen, LivingRoom"
12588,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12588\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12588\F1_scaled.png,912289.1968,119.3986044,16,4,1,78.67,0.011440193,"Bath, Bedroom, Closet, Dining, DraughtLobby, DressingRoom, Entry, Kitchen, LivingRoom, Storage, TechnicalRoom, Undefined"
9716,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9716\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9716\F1_scaled.png,932746.9255,119.4201663,12,3,1,79.54,0.011315062,"Bath, Bedroom, DraughtLobby, Entry, Kitchen, LivingRoom, Undefined, Utility"
11250,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11250\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11250\F1_scaled.png,920395.376,119.4552563,11,5,1,79,0.011392405,"Bath, Bedroom, DraughtLobby, DressingRoom, Kitchen, LivingRoom, Room, Storage, Undefined"
11068,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11068\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11068\F1_scaled.png,1024224.866,119.4894851,10,2,10,83.325,0.01080108,Undefined
416,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\416\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\416\F1_scaled.png,882811.0192,119.7033073,12,3,1,77.29,0.011644456,"Bath, Bedroom, Den, Entry, Kitchen, LivingRoom, Storage, Undefined, Utility"
5884,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\5884\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\5884\F1_scaled.png,1014973.62,119.7284897,13,2,10,82.865,0.010861039,"Attic, Undefined, UserDefined"
285,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\285\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\285\F1_scaled.png,1128846.496,119.8104384,12,4,1,87.36,0.010302198,"Bath, Bedroom, DraughtLobby, DressingRoom, Entry, Kitchen, LivingRoom, Undefined"
5105,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\5105\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\5105\F1_scaled.png,813161.565,119.9569586,15,2,15,74.1,0.012145749,Undefined
20015,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\20015\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\20015\F1_scaled.png,699832.3463,119.9664963,9,1,2,68.74,0.013092814,"Bath, Bedroom, Entry, Kitchen, LivingRoom, Undefined"
8684,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\8684\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\8684\F1_scaled.png,855109.3253,120.027173,12,2,2,75.965,0.011847561,"Bath, Bedroom, Closet, Entry, Kitchen, LivingRoom, Storage, Undefined"
8100,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\8100\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\8100\F1_scaled.png,927121.8931,120.0545722,13,2,1,79.09,0.011379441,"Bath, Bedroom, Closet, Dining, Entry, Kitchen, LivingRoom, TechnicalRoom, Undefined, Utility"
8385,colorful,D:\Data\Raw\CubiCasa_Raw\colorful\8385\model.svg,D:\Data\Raw\CubiCasa_Raw\colorful\8385\F1_scaled.png,1091048.012,120.0894203,13,2,2,85.7851404,0.010491327,"Bath, Bedroom, Closet, DraughtLobby, Entry, Kitchen, LivingRoom, Storage, Undefined"
1111,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\1111\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\1111\F1_scaled.png,851394.257,120.0899139,12,3,2,75.78,0.011876485,"Bath, Bedroom, DraughtLobby, Entry, Kitchen, LivingRoom, Undefined, Utility"
1778,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\1778\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\1778\F1_scaled.png,1015511.713,120.0961242,11,4,1,82.76,0.010874819,"Bath, Bedroom, Closet, Entry, Kitchen, LivingRoom, Storage, Undefined, UserDefined"
7660,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\7660\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\7660\F1_scaled.png,1278915.636,120.1350013,14,4,4,92.86,0.009692009,"Bath, Bedroom, Den, Entry, Kitchen, LivingRoom, Storage, Undefined, UserDefined"
1059,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\1059\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\1059\F1_scaled.png,1029372.986,120.1660687,15,3,3,83.29865064,0.010804497,"Bath, Bedroom, Closet, DraughtLobby, Entry, Kitchen, Storage, Undefined, UserDefined, Utility"
14900,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\14900\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\14900\F1_scaled.png,987460.5092,120.1814261,15,3,1,81.58,0.011032116,"Bath, Bedroom, Closet, DraughtLobby, Entry, Kitchen, LivingRoom, TechnicalRoom, Undefined, Utility"
12568,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12568\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12568\F1_scaled.png,950850.597,120.2518229,12,2,3,80.03,0.011245783,"Bath, Closet, Kitchen, Room, Storage, Undefined"
8808,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\8808\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\8808\F1_scaled.png,942274.9902,120.2768593,11,2,3,79.66,0.011298017,"Bath, Bedroom, Den, DraughtLobby, Entry, Kitchen, Undefined"
3814,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\3814\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\3814\F1_scaled.png,658793.245,120.3416956,7,1,0,66.59,0.013515543,"Bath, Bedroom, Entry, Kitchen, LivingRoom, Sauna"
7915,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\7915\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\7915\F1_scaled.png,951624.8491,120.3497407,12,3,3,80.03,0.011245783,"Bath, Bedroom, DraughtLobby, Kitchen, LivingRoom, Storage, Undefined"
9681,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9681\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9681\F1_scaled.png,879789.6768,120.350149,10,1,3,76.95,0.011695906,"Bath, Bedroom, Kitchen, LivingRoom, Undefined"
1672,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\1672\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\1672\F1_scaled.png,1000235.618,120.4336377,10,3,2,82.02,0.010972933,"Bath, Bedroom, Entry, Room, Storage, TechnicalRoom, Undefined, Utility"
8638,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\8638\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\8638\F1_scaled.png,1025581.303,120.4414125,11,2,1,83.05,0.010836845,"Bath, Bedroom, DraughtLobby, Entry, Kitchen, LivingRoom, Storage, Undefined"
1,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\1\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\1\F1_scaled.png,978893.71,120.4640902,13,1,1,81.13,0.011093307,"Bath, Bedroom, Closet, DraughtLobby, Entry, Kitchen, LivingRoom, Sauna, Storage, Undefined"
8616,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\8616\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\8616\F1_scaled.png,1079388.009,120.5283784,12,3,1,85.17,0.010567101,"Bath, Bedroom, Closet, Entry, Kitchen, Storage, Undefined, Utility"
20014,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\20014\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\20014\F1_scaled.png,1012448.419,120.5481697,10,1,10,82.48,0.010911736,Undefined
12799,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12799\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12799\F1_scaled.png,504074.4158,120.5821325,8,0,3,58.19,0.015466575,"Bath, Entry, Kitchen, Room, Undefined"
10699,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10699\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10699\F1_scaled.png,942175.6954,120.5970121,14,2,1,79.55,0.011313639,"Bath, Bedroom, Closet, DraughtLobby, Entry, Kitchen, LivingRoom, Storage, Undefined, Utility"
7535,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\7535\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\7535\F1_scaled.png,719246.8852,120.6475162,13,2,2,69.49,0.012951504,"Bath, Bedroom, Closet, Dining, DraughtLobby, Kitchen, LivingRoom, Storage, Undefined, Utility"
5609,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\5609\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\5609\F1_scaled.png,819858.0773,120.6515641,13,3,2,74.19,0.012131015,"Bath, Bedroom, Closet, Dining, DraughtLobby, Entry, Kitchen, LivingRoom, Storage, Undefined"
4609,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\4609\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\4609\F1_scaled.png,821062.8893,120.6661665,10,1,1,74.24,0.012122845,"Bath, Bedroom, Dining, Entry, Kitchen, LivingRoom, Undefined, UserDefined"
255,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\255\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\255\F1_scaled.png,823281.3342,120.7318585,12,1,2,74.32,0.012109795,"Bath, Bedroom, Closet, Dining, DraughtLobby, Entry, Kitchen, LivingRoom, Undefined"
9465,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9465\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9465\F1_scaled.png,1316269.121,120.7400241,15,4,2,93.97,0.009577525,"Bath, Bedroom, Closet, Entry, Kitchen, LivingRoom, Storage, TechnicalRoom, Undefined, UserDefined, Utility"
1092,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\1092\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\1092\F1_scaled.png,762884.5157,120.7723088,13,1,4,71.53,0.012582133,"Bath, Bedroom, Closet, Entry, Kitchen, LivingRoom, Undefined"
7724,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\7724\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\7724\F1_scaled.png,988560.2323,120.788603,19,3,4,81.42,0.011053795,"Bath, Bedroom, Closet, Dining, DraughtLobby, DressingRoom, Entry, Kitchen, LivingRoom, RecreationRoom, Sauna, Storage, Undefined, UserDefined"
90,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\90\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\90\F1_scaled.png,561655.4494,120.7932731,9,1,1,61.37,0.014665146,"Bath, Bedroom, Closet, Dining, Entry, Kitchen, LivingRoom, Undefined"
14354,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\14354\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\14354\F1_scaled.png,1000100.751,120.8000266,14,3,2,81.89,0.010990353,"Bath, Bedroom, Dining, DraughtLobby, Entry, Kitchen, LivingRoom, Storage, Undefined, UserDefined"
7539,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\7539\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\7539\F1_scaled.png,712633.4529,120.9613337,7,1,7,69.08,0.013028373,Undefined
14350,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\14350\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\14350\F1_scaled.png,808297.6888,120.9800828,14,1,3,73.565,0.012234079,"Bath, Bedroom, Closet, Dining, DraughtLobby, Kitchen, LivingRoom, Room, Storage, Undefined"
6028,colorful,D:\Data\Raw\CubiCasa_Raw\colorful\6028\model.svg,D:\Data\Raw\CubiCasa_Raw\colorful\6028\F1_scaled.png,656006.9467,121.0293202,6,0,0,66.26,0.013582855,"Bath, Bedroom, Entry, Kitchen, LivingRoom"
1095,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\1095\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\1095\F1_scaled.png,586797.9497,121.0578135,6,0,1,62.66,0.01436323,"Bath, Entry, Kitchen, Room, Undefined"
13816,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\13816\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\13816\F1_scaled.png,890678.9987,121.1146511,13,1,1,77.18,0.011661052,"Bath, Bedroom, Closet, Dining, DraughtLobby, Entry, Kitchen, LivingRoom, Storage, Undefined, UserDefined"
9961,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\9961\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\9961\F1_scaled.png,664829.6982,121.1167609,8,1,0,66.68,0.013497301,"Bath, Bedroom, Closet, Entry, Kitchen, LivingRoom"
8424,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\8424\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\8424\F1_scaled.png,674806.5867,121.1292358,6,0,6,67.17500035,0.013397841,Undefined
8762,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\8762\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\8762\F1_scaled.png,659994.6693,121.1426143,9,1,4,66.43,0.013548096,"Bedroom, Closet, Kitchen, LivingRoom, Undefined"
9438,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9438\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9438\F1_scaled.png,997769.9896,121.1686711,14,4,3,81.67,0.011019958,"Bath, Bedroom, Entry, Kitchen, LivingRoom, Storage, Undefined, UserDefined"
6166,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\6166\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\6166\F1_scaled.png,1046248.818,121.1701947,12,3,2,83.63,0.010761688,"Bath, Bedroom, Closet, Entry, Kitchen, LivingRoom, Undefined, Utility"
36,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\36\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\36\F1_scaled.png,810125.6909,121.1713141,12,3,1,73.59,0.012229923,"Bath, Bedroom, DraughtLobby, Entry, Kitchen, LivingRoom, Storage, Undefined, Utility"
3508,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\3508\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\3508\F1_scaled.png,502279.5505,121.1918832,7,1,2,57.94,0.01553331,"Bedroom, Entry, Kitchen, LivingRoom, Undefined"
1282,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\1282\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\1282\F1_scaled.png,902922.3896,121.2352272,9,1,3,77.67,0.011587486,"Bath, Bedroom, Kitchen, LivingRoom, Undefined"
4550,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\4550\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\4550\F1_scaled.png,864895.3024,121.288988,11,0,4,76,0.011842105,"Bath, Bedroom, Closet, Dining, Entry, Kitchen, LivingRoom, Undefined"
11033,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11033\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11033\F1_scaled.png,847717.2331,121.4551294,7,1,0,75.19,0.011969677,"Bath, Bedroom, Closet, Entry, Kitchen, LivingRoom"
20113,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\20113\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\20113\F1_scaled.png,763813.8606,121.4962493,6,1,0,71.36,0.012612108,"Bath, Bedroom, Entry, Kitchen, LivingRoom"
756,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\756\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\756\F1_scaled.png,761252.2439,121.5653111,6,1,0,71.22,0.0126369,"Bath, Bedroom, Entry, Kitchen, LivingRoom"
13148,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\13148\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\13148\F1_scaled.png,568427.5842,121.614773,11,0,6,61.53,0.014627011,"Bath, Entry, Kitchen, Room, Undefined"
6290,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\6290\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\6290\F1_scaled.png,897551.3881,121.6547786,5,2,1,77.305,0.011642196,"Bedroom, Elevated, Room, Undefined"
2185,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\2185\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\2185\F1_scaled.png,1057130.687,121.6727461,8,1,2,83.89,0.010728335,"Bath, Bedroom, Entry, LivingRoom, Undefined"
